created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 08 15:43:29 +0000 2023;1711044652416241859;"btw cek profil kita ya yg mau nonton One Piece, Ice Cold Jessica, atau lg nyari barengan langganan Duolingo Famplan, atau nyari barengan langganan Netflix, Spotify, YouTube, HBOGO, Disney+, Prime Video, Canva atau bahkan Google Drive 2TB? ada yg LANGSUNG PREMIUM, bisa perpanjang. https://t.co/znbrfTcvdW";0;0;0;0;in;1603367689074135046;1711010585306136586;BarengApp;https://twitter.com/BarengApp/status/1711044652416241859
Sun Oct 08 15:42:26 +0000 2023;1711044389597000151;"Setelah Netflix Tayangkan Dokumenter 'Ice Cold', Masyarakat Mulai Kembali Menganalisa Kematian Wayan Mirna https://t.co/qjTiw85xBc";0;0;0;0;in;1664140286094868481;1711044389597000151;twitTigaaksara;https://twitter.com/twitTigaaksara/status/1711044389597000151
Sun Oct 08 15:38:55 +0000 2023;1711043501830594841;"Adanya film ice cold netflix justru membahayakan nyawa Jessica Wongso  itu sendiri. Mereka yg merasa kenyamanan n keamanannya terganggu bisa saja dgn caranya sendiri mengupayakan eliminasi Jessica Wongso shg kasus selesai selamanya. https://t.co/t5RxFhgWiq";0;3;5;17;in;1516806636970848265;1711043501830594841;AbahDeon;https://twitter.com/AbahDeon/status/1711043501830594841
Sun Oct 08 15:25:07 +0000 2023;1711040029605421409;"Udah jenuh banget di RS. Padahal bisa sambil Netflix, blm nonton Ice Cold juga, cuma kok kayaknya males ajaaa ngapa2innn";0;3;0;3;in;40879822;1711040029605421409;selphieusagi;https://twitter.com/selphieusagi/status/1711040029605421409
Sun Oct 08 15:00:50 +0000 2023;1711033919473373548;"jangan lupa cuci mata sebelum tidur #JessicaWongso #mirna #IceCold #Netflix https://t.co/MQKqqIerXX";0;2;0;1;in;1711028718192533504;1711033919473373548;nyuci_mata;https://twitter.com/nyuci_mata/status/1711033919473373548
Sun Oct 08 14:39:42 +0000 2023;1711028600127041664;"belum lama nonton dokumenter ice cold, terus bokapnya alm mirna bilang "saya ingatkan, jangan nonton netflix mending beli jajan di gojek" langsung ngakak banget aing, DEMI ALLAH itu orang GAK JELAS BANGET ditambah ekspresi karni ilyas kayak mau cepet-cepet udahan dengerinnya";0;1;0;1;in;725144508;1711028600127041664;anxietyflavour;https://twitter.com/anxietyflavour/status/1711028600127041664
Sun Oct 08 14:36:14 +0000 2023;1711027727686635915;"Dari film Ice Cold yg sempat di putar di Netflix, ternyata setelah nonton &amp  mengikuti alur jalannya cerita. Penuh dengan lika-liku &amp  banyak hal misteri yang masih sulit untuk dipahami. Dan tepat 9 Oktober besok, Jessica Wongso berulang tahun. Menarik ditunggu cerita selanjutnya.";0;0;0;1;in;841234687;1711027727686635915;irfanmbappe;https://twitter.com/irfanmbappe/status/1711027727686635915
Sun Oct 08 14:21:43 +0000 2023;1711024074569457722;"Ini sahih. Pembicaraan soal Ice Cold memang betul betul menasional kembali. Tayangan Netflix paling “sukses” di Indonesia. Walau rasanya memang tidak bakal meningkatkan tingkat berlangganan Netflix (pasti lebih pada nyari bajakannya).";0;0;0;1;in;20570590;1711024074569457722;riyanwahyudi;https://twitter.com/riyanwahyudi/status/1711024074569457722
Sun Oct 08 14:13:27 +0000 2023;1711021994341450062;"#jessica haru dapetin keadilan!!! dan apakah kasus ini ending nya bakalan kyk series nya ga ya?? #IceCold #Icecoldnetflix #mirna #jessicawongso #sianida #sianidaseries #jessica https://t.co/Zb6NWOy9te";0;0;0;11;in;1523593148160962560;1711021994341450062;prassyah;https://twitter.com/prassyah/status/1711021994341450062
Sun Oct 08 13:45:41 +0000 2023;1711015007113388050;"tuh bapaknya mirna knpa makin aneh aja ngomongnya ngelantur banget   #Icecoldnetflix";0;0;0;1;in;727293092;1711015007113388050;MyJunjun_shop;https://twitter.com/MyJunjun_shop/status/1711015007113388050
Sun Oct 08 13:41:49 +0000 2023;1711014033175044289;"hidup lg tenang dan lurus dibikin kesel sendiri gegara tontonan bodoh gw:  -netflix: ice cold -podcast close the door otto hasibuan -ilc ayah mirna";0;0;0;0;in;623707234;1711014033175044289;rioprrtm;https://twitter.com/rioprrtm/status/1711014033175044289
Sun Oct 08 13:14:54 +0000 2023;1711007258522607696;"@JeroPoint @taskyaGN @wafdasaifan @teukurifnu @MVPPictures_ID @mvppictures 102. Ice Cold: Murder, Coffee and Jessica Wongso (2023)  Director : Rob Sixsmith  🎞 7,5/10  Watch on Netflix https://t.co/Nmi9uj3vpa";0;1;0;0;en;1213434107956318209;1619575843982028800;johandanaa;https://twitter.com/johandanaa/status/1711007258522607696
Sun Oct 08 13:09:23 +0000 2023;1711005874016408034;"#Netflix 134. Extraction 2 (🇺🇲, 2023) 135. Ice Cold: Murder, Coffee and Jessica Wongso (🇮🇩, 2023) #Nfilm #PoyNontonMulu";0;0;0;0;en;378549491;1266685382415880193;Pypopoy;https://twitter.com/Pypopoy/status/1711005874016408034
Sun Oct 08 12:40:18 +0000 2023;1710998551285932051;"Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauangᅠ https://t.co/Cxek8PgCDj";0;0;0;0;in;1536672424766631936;1710998551285932051;jwatanabeharuto;https://twitter.com/jwatanabeharuto/status/1710998551285932051
Sun Oct 08 12:59:33 +0000 2023;1711003398953480327;"ihhh mw nnton ice cold tpi netflix prem ku hbs kntut";0;0;0;0;in;1593866825745383424;1711003398953480327;leejeongloves;https://twitter.com/leejeongloves/status/1711003398953480327
Sun Oct 08 13:02:11 +0000 2023;1711004061967982868;"setelah nonton ice cold netflix, gue gaada skeptis samsek, malah makin yakin si jessica wongso emang udah pembunuhnya aja gitu 🤷‍♂️";0;0;0;0;in;981094630086254592;1711004061967982868;slayinmyway;https://twitter.com/slayinmyway/status/1711004061967982868
Sun Oct 08 12:29:56 +0000 2023;1710995943791976715;"abis ngelarin ice cold di netflix, pov keluarganya mirna terlalu sinetron bgt maaf";0;1;0;0;in;1562081451499491329;1710995943791976715;casuaalheart;https://twitter.com/casuaalheart/status/1710995943791976715
Sun Oct 08 12:05:15 +0000 2023;1710989731235029465;"Hola ada yang jual Netflix?  Papa saya pengen nonton ice cold tapi gatau caranya haha";9;20;0;5;in;2697771846;1710989731235029465;Fourfuriousfox;https://twitter.com/Fourfuriousfox/status/1710989731235029465
Sun Oct 08 12:00:08 +0000 2023;1710988443675992402;"Ternyata film Netflix Ice Cold Jessica Wongso tidak dapat mengalihkan isu hukum pemerasan mantan Menteri Pertanian oleh Petinggi KPK, masih tetep berlanjut";0;0;0;0;in;172152872;1710988443675992402;JefWangsadirana;https://twitter.com/JefWangsadirana/status/1710988443675992402
Sun Oct 08 11:57:30 +0000 2023;1710987782934671659;"Secara sadar (berniat dan tidak nerniat) nonton Ice Cold Netflix sampe 3x. Reaksi pas bagian Alaska selalu sama "apa ya ini?"";0;0;0;0;in;70354820;1710987782934671659;reginalandreas;https://twitter.com/reginalandreas/status/1710987782934671659
Sun Oct 08 11:56:01 +0000 2023;1710987410551734311;"Just watched the "Ice Cold" documentary on Netflix.  20 years in jail for an ALLEGED murder with no evidence? That's not right.";0;0;0;1;en;1133273536728932352;1710987410551734311;ryelwastaken;https://twitter.com/ryelwastaken/status/1710987410551734311
Sun Oct 08 11:54:10 +0000 2023;1710986944925335839;"Riset netflix mang gokil sih, i mean bkn tentang dokumenternya tp tentang gmna efek after dokumenter ice cold rilis";0;0;0;0;in;561091675;1710986944925335839;ubaehehe;https://twitter.com/ubaehehe/status/1710986944925335839
Sun Oct 08 11:36:04 +0000 2023;1710982386681290765;"Merasa Ditipu Netflix, Ayah Mirna Sebut 'Ice Cold' Tidak Sesuai Kenyataan https://t.co/hwpK0IvAld";0;0;0;1;in;48890883;1710982386681290765;1nserttranstv;https://twitter.com/1nserttranstv/status/1710982386681290765
Sun Oct 08 11:34:16 +0000 2023;1710981933805764686;"btw lagi rame kasus 2016 lagi, kalian udah nonton ice cold murder documenter netflix, sob?";0;7;0;0;in;1409160713252179975;1710981933805764686;SobatBandar;https://twitter.com/SobatBandar/status/1710981933805764686
Sun Oct 08 11:28:48 +0000 2023;1710980558787170509;"Kayanya ada yg lagi mikir keras gimana cara takedown film dokumenter ice cold di Netflix wkwkwkwk";0;0;0;0;in;1196514026101993473;1710980558787170509;netherprincee;https://twitter.com/netherprincee/status/1710980558787170509
Sun Oct 08 11:17:07 +0000 2023;1710977620530348257;"@rekso_lpu aku jg belum nonton ice cold karena ga pake netflix😂 tapi dari penjelasan beliau, mirna mati bukan karena sianida. ga ada ciri2 sianida di mayatnya. ada juga cuma sedikit bgt di lambung. sedangkan di hati darah sm urin negatif. pokoknya ga masuk akal bgt ini kasus";1;0;0;0;in;277278356;1710974852306460897;unavailabil;https://twitter.com/unavailabil/status/1710977620530348257
Sun Oct 08 11:03:05 +0000 2023;1710974086778933488;"kritik terbesar saya adalah kita terlalu gampang bahkan cenderung semena mena untuk memotret kondisi psikologi seseorang sebagai dasar bagi kita untuk menghakimi dia - netflix ice cold";0;0;0;0;in;1701066496917856256;1710974086778933488;blueruby88;https://twitter.com/blueruby88/status/1710974086778933488
Sun Oct 08 11:00:00 +0000 2023;1710973311264473542;"Kasus kematian Wayan Mirna Salihin yang disebut tewas karena keracunan es kopi sianida dirangkum dalam film dokumenter bertajuk Ice Cold: Murder, Coffee, and Jessica Wongso yang sudah tayang di Netflix.  #JessicaWongso #IceCold   https://t.co/ComrgyFqsg";0;0;0;0;in;902837643024539651;1710973311264473542;medcom_id;https://twitter.com/medcom_id/status/1710973311264473542
Sun Oct 08 10:56:29 +0000 2023;1710972427226976565;"@KangManto123 @jokowi @mohmahfudmd @KejaksaanRI Kasihan, Jessisa.😢  Semoga film dokumenter Netflix itu, ‘Ice Cold: Murder, Coffee and Jessica Wongso’ sebagai pintu terbukanya kasus sebenarnya. Semoga kasus ini dibuka kembali. Kebenaran diungkapkan.  Setelah menonton film dokumenter tsb, mendengar kesaksian dan penjelasan…";0;1;1;1;in;57570619;1710465589561704627;danielht2009;https://twitter.com/danielht2009/status/1710972427226976565
Sun Oct 08 10:39:36 +0000 2023;1710968176996192473;"baru saja selesai nonton ice cold satu satunya komentar cuma wee bravo netflix wkkw bisa aja nge expose nya 🤣";0;0;0;0;in;134721241;1710968176996192473;Anjas16;https://twitter.com/Anjas16/status/1710968176996192473
Sun Oct 08 10:27:54 +0000 2023;1710965234020782297;"Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang https://t.co/nWgEz23WPY";0;0;0;0;in;1536672424766631936;1710965234020782297;jwatanabeharuto;https://twitter.com/jwatanabeharuto/status/1710965234020782297
Sun Oct 08 10:25:48 +0000 2023;1710964702992576705;"Kasus kopi sianida kembali muncul setelah Netflix menayangkan film dokumenter Ice Cold: Murder, Coffee, and Jessica Wongso.   Otto Hasibuan selaku pengacara Jessica Wongso kembali menganggapi kasus tersebut terkait dengan hukuman yang diberikan. Bagaimana tanggapannya? Yuk, simak… https://t.co/V0xdXtTkK7";1;3;3;8;in;55507370;1710964702992576705;tvOneNews;https://twitter.com/tvOneNews/status/1710964702992576705
Sun Oct 08 10:13:38 +0000 2023;1710961643243569493;"Tontonan hari minggu gw:  1. Ice Cold, Netflix 2. Karni Illyas  - Edi Darmawan 3. Richard Lee - Dr. Djaja 4. Deddy Corbuzier - Otto Hasibuan";0;0;0;0;in;408605996;1710961643243569493;Opcux;https://twitter.com/Opcux/status/1710961643243569493
Sun Oct 08 10:12:47 +0000 2023;1710961428050682105;"rem4s terus sampe muncr4t 🐳💧  https://t.co/VSWTXTwzCf  https://t.co/H29Zg5Y0hj  https://t.co/4xXnlzD8wY  https://t.co/6f8ldgWQ9L  malam senin nonton wetv mvs netflix mirna ice cold https://t.co/PXXjMvb85L";0;11;44;160;de;4593072260;1710961428050682105;fypra;https://twitter.com/fypra/status/1710961428050682105
Sun Oct 08 09:54:11 +0000 2023;1710956749908586670;"beliin netflix premium dong bejir mau nonton ice cold";2;9;0;0;in;1380429413653782530;1710956749908586670;naisvers;https://twitter.com/naisvers/status/1710956749908586670
Sun Oct 08 09:51:29 +0000 2023;1710956069152076098;"Netflix 1 hari dong, buat nonton ice cold doang 😭  #zonaba #zonauang";9;121;0;7;in;1299292210182025216;1710956069152076098;VNHYPEN;https://twitter.com/VNHYPEN/status/1710956069152076098
Sun Oct 08 09:48:48 +0000 2023;1710955394078482795;"Edi Darmawan Salihin. Foto: Tangkap Layar/suara.com   https://t.co/Idg60VYlRs – Kasus ‘kopi sianida’ yang menewaskan Wayan Mirna Salihin kembali menjadi perbincangan publik usai platform Netflix merilis film dokumenter berjudul ‘Ice Cold: Muder’.  https://t.co/OcGZ9wn84S https://t.co/o4o0diudwv";0;0;0;0;in;517179228;1710955394078482795;kabarbanyuwangi;https://twitter.com/kabarbanyuwangi/status/1710955394078482795
Sun Oct 08 09:35:56 +0000 2023;1710952154213867866;"dari nontonin podcast/ netflix icecold disini gua belajar untuk gimana caranya orang tua ngomong tuh berbelit dan tidak tepat sasaran😭✋🏻 dan terlebih lagi. MENTAL BLOCKINGnya PARAH ABIS, ya gabisa lah berpikir jernih. gregetan.";0;0;0;0;in;363545394;1710952154213867866;NoviantiSptra_;https://twitter.com/NoviantiSptra_/status/1710952154213867866
Sun Oct 08 09:31:20 +0000 2023;1710950996741112034;"Netflix Merilis Film berjudul "Ice Cold: Murder, Coffee, and Jessica Wongso" Mengulas Berbagai Pertanyaan yang tidak terjawab selama 32 kali persidangan Jessica Kumala Wongso  #jessicawongso #kopisianida #kopimirna  #mirnasalihin #Netflix #viral #fakta #faktaunik #fy #FYP https://t.co/TisVLCFUPj";0;0;0;2;in;1707584673927643136;1710950996741112034;faktaunikreal;https://twitter.com/faktaunikreal/status/1710950996741112034
Sun Oct 08 09:13:02 +0000 2023;1710946393047887876;"AYAH MIRNA NGAMUK Jessica Wongso Didukung Netizen Imbas Film Ice Cold : Netflix Itu Penipu   Baca Selengkapnya di https://t.co/AB4oiQ5TrQ https://t.co/jcOFRq1zCq";0;0;0;1;in;142305302;1710946393047887876;tribunmedan;https://twitter.com/tribunmedan/status/1710946393047887876
Sun Oct 08 09:10:14 +0000 2023;1710945687364587935;"Sudah nonton Ice Cold di Netflix? Bagaimana tanggapan kamu? https://t.co/KrVchTOC4P";0;0;0;0;in;2462686290;1710945687364587935;Dreamcoid;https://twitter.com/Dreamcoid/status/1710945687364587935
Sun Oct 08 08:58:02 +0000 2023;1710942616916017190;"Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang";0;0;0;0;in;1536672424766631936;1710942616916017190;jwatanabeharuto;https://twitter.com/jwatanabeharuto/status/1710942616916017190
Sun Oct 08 08:51:42 +0000 2023;1710941023365636408;"Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang#zonauangᅠ https://t.co/sL04hZJujU";0;0;0;0;in;1536672424766631936;1710941023365636408;jwatanabeharuto;https://twitter.com/jwatanabeharuto/status/1710941023365636408
Sun Oct 08 08:33:37 +0000 2023;1710936472835248372;"Mendadak banyak podcast dimana-mana pasca Ice Cold baru beberapa hari tayang. Netflix is more powerfull than anything 😁";0;0;0;0;in;184429884;1710936472835248372;banuindra_;https://twitter.com/banuindra_/status/1710936472835248372
Sun Oct 08 08:09:59 +0000 2023;1710930524020379667;"I wanna tweet something about the netflix series icecold but i dont want my twt account to be suspended again 😭😭😭";1;0;0;1;en;1525866931273670658;1710930524020379667;nes_yuh;https://twitter.com/nes_yuh/status/1710930524020379667
Sun Oct 08 07:53:37 +0000 2023;1710926404811186468;"ini nih momen yang gue tunggu. komen-komenan netizen yang selalu bikin ngakak🤣🤣🤣 tolong dong netizen serius dikit gitu🤣 lanjutkan👍🏻 #jessicawongso #icecold #netflix https://t.co/DdkIZUF8CD";0;0;0;5;in;976001124;1710917321970311368;typagurrlll_;https://twitter.com/typagurrlll_/status/1710926404811186468
Sun Oct 08 07:47:32 +0000 2023;1710924876259999789;"gue pun sama gregetnya ke bapaknya mirna, kenapa dia waktu itu ngeyel banget kalo jessica pelakunya. kenapa dia nggak ngotot gitu minta otopsi. malah sekarang kesannya dia "lu punya duit, lu punya kuasa." justru dia yang lebih narsistik. #jessicawongso #icecold #netflix https://t.co/G2x52twGMW";0;1;0;1;in;976001124;1710917321970311368;typagurrlll_;https://twitter.com/typagurrlll_/status/1710924876259999789
Sun Oct 08 07:28:07 +0000 2023;1710919990772465703;"kinda late for the party tapi netflix ice cold bagus bggtttt";0;0;0;0;en;1303186383234674690;1710919990772465703;ariarikulit;https://twitter.com/ariarikulit/status/1710919990772465703
Sun Oct 08 07:38:53 +0000 2023;1710922700766789743;"@seterahdeh entah kenapa awal2 ice cold meluncur, ada bagusnya perbincangan jadi ngarah ke kejanggalan hukum yg diterima jessica, that's good kalo ada investigasi lg.  but tbtb semua perbincangan ngarah ke bapaknya mirna jd pelaku gara2 kelakuan songongnya di netflix😂😂  human's so funny.";0;0;0;0;in;1159128487698956289;1708016025449705725;lullaby99730037;https://twitter.com/lullaby99730037/status/1710922700766789743
Sun Oct 08 07:39:06 +0000 2023;1710922753082359815;"Jilb4b kac4mata yang lagi viral  https://t.co/qnUiwhS2Ln  https://t.co/W1aAgy3zBN  https://t.co/CtnwHDkpFn  https://t.co/DC6aJKm8zq  mvs netflix spotify ice cold anime one piece jujutsu kaisen https://t.co/IJfcqm3PKS";0;8;23;122;in;4465999094;1710922753082359815;alifayeah;https://twitter.com/alifayeah/status/1710922753082359815
Sun Oct 08 07:25:44 +0000 2023;1710919390873718881;"Udah nonton ice cold dan semakin hmm sama sidangnya 🤌  Bapaknya narsis abieess ya wak.. he said 'aku menang' but you win to your ego not your daughter sir 👀 Dokumenternya sendiri masih banyak minesnya tp masih oke buat tayang di netflix";0;1;0;0;in;1197347724032524289;1710919390873718881;NkfEka;https://twitter.com/NkfEka/status/1710919390873718881
Sun Oct 08 07:18:00 +0000 2023;1710917441629675543;"watching the ice cold documentary on netflix and man this case is so messy";0;1;0;0;en;1381933410717855749;1710917441629675543;nytryo;https://twitter.com/nytryo/status/1710917441629675543
Sun Oct 08 07:17:31 +0000 2023;1710917321970311368;"kira2 udah semingguan yang lalu kan film dokumenter jessica wongso. recently, fyp full bahas kopi si*anida. ada yang bikin parodinya, ada juga yg beropini. apalagi, banyak talkshow/podcast yg ngundang narsum. btw, kalian udah liat video ini belum? #icecold #jessicawongso #netflix https://t.co/oO4R46Qio6";0;1;1;3;in;976001124;1710917321970311368;typagurrlll_;https://twitter.com/typagurrlll_/status/1710917321970311368
Sun Oct 08 07:08:20 +0000 2023;1710915009453154533;"Lucu jg yaa liat netizen yg jd korban film Netflix dokumenter Ice Cold😂jelas2 sdh ada bukti nyata nya lho";0;0;0;4;in;1195498973751959553;1710915009453154533;Salsalepong;https://twitter.com/Salsalepong/status/1710915009453154533
Sun Oct 08 07:04:39 +0000 2023;1710914083074306054;"just watched the ice cold docu on netflix damn";0;0;0;0;en;1223568295707602945;1710914083074306054;kinlovebot;https://twitter.com/kinlovebot/status/1710914083074306054
Sun Oct 08 07:01:11 +0000 2023;1710913212571603225;"Halo yang lagi nyari netflix murah buat nonton ice cold bisa langsung order di wa yaa https://t.co/slAEHSxdr6 #zonauang https://t.co/krsUNwzAdc";0;0;0;0;in;1536672424766631936;1710913212571603225;jwatanabeharuto;https://twitter.com/jwatanabeharuto/status/1710913212571603225
Sun Oct 08 06:58:23 +0000 2023;1710912507630764311;"Sudah nonton "Ice Cold: Murder, Coffee and Jessica Wongso" di Netflix.  Makin yakin bukan Jessica yang menyebabkan kematian Mirna.  Tanpa ada saksi dan bukti menghukum 20 tahun penjara 🤔   https://t.co/E4S7RVtlrw";0;0;0;0;in;3367645213;1710912507630764311;inong911;https://twitter.com/inong911/status/1710912507630764311
Sun Oct 08 06:58:08 +0000 2023;1710912444682703003;"@trystsin @bongkersz Sudah nonton di netflix ya  Ice Cold: Murder, Coffee and Jessica Wongso";0;0;0;2;en;124349078;1710719886094377175;edwinubod;https://twitter.com/edwinubod/status/1710912444682703003
Sun Oct 08 06:46:21 +0000 2023;1710909478307340678;"Munculnya kembali kasus 7 tahun yang lalu, Kopi Sianida oleh Jessica Wongso terhadap sahabatnya Mirna Salihin turut menghebohkan publik. Adanya serial dokumenter "Ice Cold" garapan Netflix semakin meninggalkan tanda tanya dibenak masyarakat.  Otto Hasibuan, selaku pengacara… https://t.co/QubyZZ4nSO";1;2;8;23;in;55507370;1710909478307340678;tvOneNews;https://twitter.com/tvOneNews/status/1710909478307340678
Sun Oct 08 06:34:29 +0000 2023;1710906491962814561;"@987O7 ice cold";0;0;0;0;en;1383288102525956098;1710906406470406514;notydes;https://twitter.com/notydes/status/1710906491962814561
Sun Oct 08 06:34:20 +0000 2023;1710906454583189597;"@987O7 Ice cold";0;0;0;1;en;1299650254980091911;1710906406470406514;anyanetflix;https://twitter.com/anyanetflix/status/1710906454583189597
Sun Oct 08 06:27:18 +0000 2023;1710904683219530118;"Ada Banyak Kejanggalan.Otto Hasibuan akan mengajukan PK atas kasus Kopi Sianida yang akhir2 ini kembali dibicarakan oleh pubri karen film dokumenternya nya di rilis oleh Netflix . #viraltiktok #icecold #netflix #ottohasibuan #podcast #fyp #jessicakumalawongso https://t.co/aLvOQAHke7";0;0;0;2;in;1702577360271474688;1710904683219530118;AntariLova;https://twitter.com/AntariLova/status/1710904683219530118
Sun Oct 08 06:01:18 +0000 2023;1710898139404927192;"netflix yg bisa skrg, mo nonton ice cold. bisa qris ya #zonauang";5;116;0;4;in;1400722042626854916;1710898139404927192;jisusxu;https://twitter.com/jisusxu/status/1710898139404927192
Sun Oct 08 05:48:27 +0000 2023;1710894908024987829;"Bukan Hanya Ice Cold, Ini Deretan Film Dokumenter Indonesia di Netflix https://t.co/Wo3zGB21pX";0;0;0;0;in;775598663024259072;1710894908024987829;KabarBanten72;https://twitter.com/KabarBanten72/status/1710894908024987829
